customer_id,first_name,last_name,phone,email,street,city,state,zip_code
179,Deane,Sears,,deane.sears@hotmail.com,3 Bradford Court ,Pittsford,New York,14534
180,Karey,Steele,,karey.steele@gmail.com,8879 Kent Lane ,Farmingdale,New York,11735
181,Olevia,Pitts,,olevia.pitts@gmail.com,39 Fieldstone Drive ,Redondo Beach,California,90278
182,Jenniffer,Bullock,,jenniffer.bullock@msn.com,38 Oxford Avenue ,Bay Shore,New York,11706
183,Jeniffer,Ratliff,,jeniffer.ratliff@gmail.com,510 Rocky River Court ,Floral Park,New York,11001
184,Klara,Stanley,,klara.stanley@aol.com,603 Mechanic St. ,Webster,New York,14580
185,Morton,Lee,,morton.lee@yahoo.com,313 Ridge St. ,San Angelo,Texas,76901
186,Ken,Charles,,ken.charles@msn.com,9124 W. Piper Lane ,Monsey,New York,10952
187,Hedwig,Paul,,hedwig.paul@msn.com,422 Manor Ave. ,Apple Valley,California,92307
188,Sharla,Flynn,(805) 478-7724,sharla.flynn@hotmail.com,7 Brown Drive ,Oxnard,California,93035
189,Damian,Dawson,,damian.dawson@hotmail.com,528 St Margarets Street ,Liverpool,New York,13090
190,Toya,Pratt,(562) 218-6405,toya.pratt@yahoo.com,485 San Pablo Drive ,Long Beach,New York,11561
191,Graciela,Barber,(805) 656-6987,graciela.barber@hotmail.com,1 E. Young St. ,Oxnard,California,93035
192,Bong,Hebert,,bong.hebert@gmail.com,545 Brook St. ,Torrance,California,90505
193,Ayanna,Rhodes,,ayanna.rhodes@msn.com,7425 Pheasant St. ,Hicksville,New York,11801
194,Dorine,Roberson,,dorine.roberson@msn.com,396 Meadowbrook Lane ,Santa Cruz,California,95060
195,Addie,Hahn,,addie.hahn@hotmail.com,8165 Baker Ave. ,Franklin Square,New York,11010
196,Edythe,Valencia,,edythe.valencia@yahoo.com,9346 Wall St. ,North Tonawanda,New York,14120
197,Andy,O'neill,,andy.o'neill@msn.com,9544 Mulberry Drive ,Rego Park,New York,11374
198,Luis,Tyler,,luis.tyler@gmail.com,9568 Campfire Circle ,Amarillo,Texas,79106
199,Clelia,Workman,,clelia.workman@yahoo.com,620 North Somerset St. ,New Windsor,New York,12553
200,Ashely,Holmes,,ashely.holmes@aol.com,45 High Ridge Ave. ,Farmingdale,New York,11735
201,Candis,Harding,,candis.harding@gmail.com,33 NW. Cambridge Ave. ,Ballston Spa,New York,12020
202,Marni,Bolton,(717) 670-6268,marni.bolton@msn.com,7469 Plymouth Ave. ,Lancaster,New York,14086
203,Minerva,Decker,(281) 271-6390,minerva.decker@yahoo.com,794 Greenrose Street ,Houston,Texas,77016
204,Alpha,King,,alpha.king@hotmail.com,14 Henry Smith St. ,Rockville Centre,New York,11570
205,Harris,Pittman,,harris.pittman@yahoo.com,404 Cherry Hill Road ,Jamaica,New York,11432
206,Stephaine,Riddle,,stephaine.riddle@hotmail.com,199 Vermont Court ,Brooklyn,New York,11201
207,Michel,Blankenship,,michel.blankenship@msn.com,382 West Hill Dr. ,Forney,Texas,75126
208,Denis,Logan,,denis.logan@msn.com,121 Rockcrest Street ,Ridgecrest,California,93555
209,Jutta,Everett,,jutta.everett@gmail.com,27 Taylor Ave. ,Selden,New York,11784
210,Priscilla,Wilkins,(229) 322-2269,priscilla.wilkins@aol.com,653 Pawnee Rd. ,Albany,New York,12203
211,Gilma,Dejesus,,gilma.dejesus@yahoo.com,777 Thompson Ave. ,Scarsdale,New York,10583
212,Buford,Bridges,(248) 604-7346,buford.bridges@msn.com,239 Oak Valley Court ,Troy,New York,12180
213,Elenore,Hensley,,elenore.hensley@hotmail.com,7037 Aspen St. ,Hamburg,New York,14075
214,Ross,Pugh,,ross.pugh@msn.com,8598 Saxon St. ,North Tonawanda,New York,14120
215,Judith,Finley,,judith.finley@hotmail.com,474 West Bank Road ,Whitestone,New York,11357
216,Wai,Soto,,wai.soto@msn.com,30 Arch Drive ,Bethpage,New York,11714
217,Carline,Collier,(559) 810-6070,carline.collier@msn.com,28 Trenton Lane ,Fresno,California,93706
218,Casey,Gill,,casey.gill@gmail.com,636 Prospect Avenue ,Port Washington,New York,11050
219,Darcie,Morgan,(442) 618-7068,darcie.morgan@aol.com,476 East Adams Ave. ,Oceanside,New York,11572
220,Lucio,Sherman,,lucio.sherman@gmail.com,842 Corona Ave. ,Smithtown,New York,11787
221,Clementine,Mooney,,clementine.mooney@yahoo.com,678 Charles Court ,Mcallen,Texas,78501
222,Anya,Contreras,,anya.contreras@msn.com,38 Old Fairground St. ,East Northport,New York,11731
223,Scarlet,Yates,,scarlet.yates@hotmail.com,687 Shirley St. ,Patchogue,New York,11772
224,Moses,Pope,,moses.pope@yahoo.com,654 Theatre Street ,Lawndale,California,90260
225,Barbera,Riggs,,barbera.riggs@aol.com,12 Gartner Drive ,Plainview,New York,11803
226,Kiana,Rivera,,kiana.rivera@gmail.com,9 Sheffield Dr. ,Richmond Hill,New York,11418
227,Danielle,Bond,,danielle.bond@msn.com,8589 Shub Farm Street ,Patchogue,New York,11772
228,Whitney,Estes,(631) 315-4020,whitney.estes@gmail.com,454 Bear Hill Street ,Brentwood,New York,11717
229,Molly,Langley,,molly.langley@aol.com,63 Bridgeton Street ,Holbrook,New York,11741
230,Chelsey,Hardin,,chelsey.hardin@hotmail.com,13 Brickyard Street ,Deer Park,New York,11729
231,Jenee,Rasmussen,(916) 219-1774,jenee.rasmussen@hotmail.com,19 George Lane ,Sacramento,California,95820
232,Freddie,Mathis,,freddie.mathis@hotmail.com,31 Shady St. ,Euless,Texas,76039
233,Mariana,Strong,,mariana.strong@msn.com,972 Dunbar Dr. ,Santa Clara,California,95050
234,Winfred,Harris,,winfred.harris@msn.com,734 Glen Eagles St. ,East Meadow,New York,11554
235,Jeromy,Elliott,,jeromy.elliott@gmail.com,7112 Laurel Street ,Bay Shore,New York,11706
236,Verona,O'neill,,verona.o'neill@hotmail.com,8279 W. Sussex St. ,Selden,New York,11784
237,Elvera,Peck,,elvera.peck@yahoo.com,759 Lakewood Street ,Banning,California,92220
238,Cindi,Larson,,cindi.larson@msn.com,896 Golden Star Rd. ,Howard Beach,New York,11414
239,Felice,Guzman,,felice.guzman@hotmail.com,7 Creekside Lane ,Canyon Country,California,91387
240,Le,Deleon,,le.deleon@msn.com,58 Clark Court ,Banning,California,92220
241,Manie,Sanchez,,manie.sanchez@hotmail.com,471 Illinois Ave. ,Queensbury,New York,12804
242,Rutha,Howell,,rutha.howell@gmail.com,9247 Jones Street ,Canyon Country,California,91387
243,Natosha,Rowland,,natosha.rowland@aol.com,51 Elmwood St. ,Ballston Spa,New York,12020
244,Jessika,Bray,,jessika.bray@yahoo.com,37 East Greystone St. ,San Pablo,California,94806
245,Delila,Hamilton,,delila.hamilton@yahoo.com,7451 East James Ave. ,Palos Verdes Peninsula,California,90274
246,Dionne,Norris,,dionne.norris@yahoo.com,9993 Greenview Circle ,Niagara Falls,New York,14304
247,Muriel,Juarez,,muriel.juarez@gmail.com,8073 Cemetery Drive ,Palos Verdes Peninsula,California,90274
248,Cecelia,Gill,,cecelia.gill@aol.com,372 Silver Spear Dr. ,Mcallen,Texas,78501
249,Magda,Eaton,,magda.eaton@aol.com,860 Middle River Street ,Ossining,New York,10562
250,Ivonne,Yang,(915) 181-1950,ivonne.yang@gmail.com,7359 North Lake View St. ,El Paso,Texas,79930
251,Kasie,Rodriquez,,kasie.rodriquez@aol.com,7 North Beech St. ,Ballston Spa,New York,12020
252,Eleni,Gordon,,eleni.gordon@hotmail.com,583 W. San Carlos Street ,Richmond Hill,New York,11418
253,Maurice,Norton,,maurice.norton@hotmail.com,32 Mayflower Dr. ,Atwater,California,95301
254,Cristobal,Hutchinson,,cristobal.hutchinson@gmail.com,58 Washington Avenue ,Lawndale,California,90260
255,Flossie,Holder,,flossie.holder@msn.com,8459 W. Newport Court ,Massapequa Park,New York,11762
256,Erma,Salinas,,erma.salinas@gmail.com,347 Sheffield St. ,Merrick,New York,11566
257,Earl,Stanley,,earl.stanley@gmail.com,569 Lake Lane ,Elmhurst,New York,11373
258,Maribel,William,,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,California,90505
259,Johnathan,Velazquez,,johnathan.velazquez@hotmail.com,9680 E. Somerset Street ,Pleasanton,California,94566
260,Rodrick,Shelton,,rodrick.shelton@hotmail.com,7157 Addison Street ,Canyon Country,California,91387
261,Ferne,Kline,,ferne.kline@hotmail.com,303 Shady St. ,Fullerton,California,92831
262,Rubin,Decker,(716) 950-9835,rubin.decker@gmail.com,9875 Shady Ave. ,Buffalo,New York,14215
263,Dortha,Jarvis,(442) 919-8256,dortha.jarvis@yahoo.com,76 Prince Drive ,Oceanside,New York,11572
264,Mariela,Huffman,,mariela.huffman@gmail.com,531 Fieldstone Road ,Garden City,New York,11530
265,Mellisa,Farley,,mellisa.farley@yahoo.com,21 West Princess St. ,Central Islip,New York,11722
266,Myung,Hooper,,myung.hooper@gmail.com,951 Mill Road ,Elmont,New York,11003
267,Angelina,Lloyd,,angelina.lloyd@yahoo.com,9593 North Sherman Dr. ,Apple Valley,California,92307
268,Trinity,Riddle,,trinity.riddle@aol.com,23 Oakland Lane ,Ballston Spa,New York,12020
269,Barton,Crosby,,barton.crosby@msn.com,896 Edgewater St. ,Bellmore,New York,11710
270,Claudio,Wise,,claudio.wise@hotmail.com,810 Oxford Ave. ,Kingston,New York,12401
271,Katheleen,Marks,,katheleen.marks@yahoo.com,69 North Tower St. ,Longview,Texas,75604
272,Deja,Chaney,,deja.chaney@hotmail.com,52 Woodside Ave. ,Jamaica,New York,11432
